sender,receiver,amount,timestamp,is_fraud
0x1ce495d4f669f52cfc657866c2b07c01a771ac75,0xcfcbd29ab588daa6743dded437d1ad29d7c5ebfd,3207.478762789078,2025-04-14 01:10:21,1
0xe3b66c721f3695a3640716130db26b6a40591a02,0x78d2cca43d804114724cfc2abddd03b2a1aed185,1415.145200857439,2025-03-28 01:10:21,0
0x9a3405c446713224c01c727a4fb40167f133bde1,0x026c647e7d9ce4602f72632ef7eb1df29f4f8796,5526.841381988686,2025-04-04 01:10:21,0
0x304a9158d3e6ccb3f7b37661a429f657f83bf14a,0xb6278387635f9a7abe684549f22b8c4d294980f3,4241.944930716025,2025-04-11 01:10:21,0
0x85965806c7ff9a6614c4a9fa7df54b97acaee02e,0xb51f7a2daed7b3eaa966f35d111791bf3ab29698,4357.075096842335,2025-04-10 01:10:21,1
0x70e4afa4ed14baa3ad9cc2b9c013d10e8c98c643,0x8b6a7b5bf29eba48a9e13e00fb5694925f0a4362,2864.6985982012084,2025-04-07 01:10:21,0
0x17d0577d94abf17ecd24b5551ba0ca6f5d4470c1,0x3777071425402f2b3f85af8fe5bda6abff9bb303,7007.32242750983,2025-04-09 01:10:21,0
0x2c63f1bbc0323c8171f3de368736fdd541439370,0x8eba6c64a8c6e02ddca5fa33631dd55e228395dc,5183.29873611009,2025-04-03 01:10:21,0
0x85965806c7ff9a6614c4a9fa7df54b97acaee02e,0xff36d94a0757ec3a7eeabc7c3136ed489cc9a16d,9379.54184784574,2025-04-24 01:10:21,0
0x1ed1fd9d4385130dc053dfa52dba406a3ddf8fb7,0x6884f2f4d5ede24877f9037994753c835de81842,6562.130620149213,2025-04-12 01:10:21,0
0xe6e183d4ed9bbf0a824a0953b2f9022b0cf27c03,0xb0eb7160c896ca5db13d8811beae3695edd1f44a,5225.389308434146,2025-04-19 01:10:21,1
0xc3f6453e1738a6f2528b3d6d13deb6f0676a68f3,0xeae79dbe2112d508f8e3954d8865a8fa1d437a77,6652.00935960586,2025-03-29 01:10:21,1
0xa7389c723ac5cedf58087327809571ce3f62125d,0x1e32a51d286108262b683fa9e28c0514175f6f40,5533.47584004489,2025-04-10 01:10:21,0
0x953302d5ca66f4f82ee8ef7ce7c3d41646289199,0xb43103bf5b42338e6d16baa64188028dd334f44c,2314.4644154436064,2025-04-12 01:10:21,0
0x9f5eda62a555d5b156d12f65e9791909d7653d00,0x94f5ea0b496f69e30558e86d3735f81f3b77e8ca,5394.048367841618,2025-03-25 01:10:21,0
0x5bb72adbf036c91c71b2864965b7f3e13832a2fb,0x6ab7c1b0b967c926b915d6cbe2933e79dbefb67b,7647.7920638862915,2025-04-13 01:10:21,0
0xd00050ad4592ebf1bf8ca19778777efc250d5b49,0xb9df069f10b075ea81216c40cb7d362116300591,8187.474142588659,2025-03-28 01:10:21,0
0x8eba6c64a8c6e02ddca5fa33631dd55e228395dc,0x242a731558f2c906e658d9d58b3cbb00f5282afc,1475.3033264322235,2025-04-05 01:10:21,0
0xff36d94a0757ec3a7eeabc7c3136ed489cc9a16d,0x606358e5e2c7c14a119fdfcb20aef793c93d0c5d,6870.027708678072,2025-03-25 01:10:21,0
0x56af8f63b02208fda66829f6547f61facfa40621,0xe6e183d4ed9bbf0a824a0953b2f9022b0cf27c03,7003.5028677175005,2025-04-20 01:10:21,0
0xd00050ad4592ebf1bf8ca19778777efc250d5b49,0x8188dc0b64edd4a92efcd6f5603cf140dee62054,8781.237824389169,2025-04-13 01:10:21,1
0xbf711c3581fda7cf9bc95630c8a3c9e33ffbf182,0x026c647e7d9ce4602f72632ef7eb1df29f4f8796,909.039754719857,2025-03-28 01:10:21,0
0x9fe94d981a859ba01ac84872870173e853a4911f,0x70e4afa4ed14baa3ad9cc2b9c013d10e8c98c643,587.0165807068054,2025-04-15 01:10:21,0
0x9f5eda62a555d5b156d12f65e9791909d7653d00,0x026c647e7d9ce4602f72632ef7eb1df29f4f8796,4528.6998101873105,2025-03-28 01:10:21,0
0x1ce495d4f669f52cfc657866c2b07c01a771ac75,0x17d0577d94abf17ecd24b5551ba0ca6f5d4470c1,8324.220005322577,2025-03-28 01:10:21,0
0xc1f201d70ae63c73ced5ed59bbb8a00032b3b867,0x304a9158d3e6ccb3f7b37661a429f657f83bf14a,8001.924334101734,2025-03-26 01:10:21,1
0xc3f6453e1738a6f2528b3d6d13deb6f0676a68f3,0x8eba6c64a8c6e02ddca5fa33631dd55e228395dc,4233.349495509285,2025-04-19 01:10:21,0
0x606358e5e2c7c14a119fdfcb20aef793c93d0c5d,0xb43103bf5b42338e6d16baa64188028dd334f44c,1311.1301976650218,2025-04-21 01:10:21,0
0xd837b0fb7967e1b9c038ba635e7703e54020685d,0x9202e3d1713e9359820f0338db918bc7bd7ef998,9119.128104397518,2025-04-17 01:10:21,0
0x5292c1e74f7186c8a36405a732b875c03b957aa7,0xeae79dbe2112d508f8e3954d8865a8fa1d437a77,1988.1805255539487,2025-04-06 01:10:21,1
0x89a048565a6c93b5928580e539450c5115ec1dc3,0x8b9b895fd63e8047a96332545d1688dfab3a90f5,4436.614661940783,2025-03-30 01:10:21,0
0xaf0d8c7b660b5f96277bfbf8758ec365aea3a462,0x5bb72adbf036c91c71b2864965b7f3e13832a2fb,7071.295302259448,2025-04-01 01:10:21,0
0x464397d72896b4f8cfdf9abffa679857fbe61454,0xdf980743936baf5f84b91f3d421d6ec30b6e4457,9240.303045730023,2025-04-16 01:10:21,1
0x70e4afa4ed14baa3ad9cc2b9c013d10e8c98c643,0xb0eb7160c896ca5db13d8811beae3695edd1f44a,4375.738898228775,2025-03-25 01:10:21,0
0x8eba6c64a8c6e02ddca5fa33631dd55e228395dc,0x843fa144a00ca3c6185b6d7e0e224237aa0faf42,1249.1053092195962,2025-04-19 01:10:21,0
0xb0b6a419642a28b028ef60b18731a5493cb15f16,0x9f5eda62a555d5b156d12f65e9791909d7653d00,4471.548355135602,2025-04-01 01:10:21,0
0x6884f2f4d5ede24877f9037994753c835de81842,0x8dff5826f33dbd66bbca90028569c6b625530ffc,1058.898090705563,2025-04-05 01:10:21,0
0xeae79dbe2112d508f8e3954d8865a8fa1d437a77,0x7025295f1514f94284ff4f1a1d4a90d7a868e880,2859.010106219815,2025-04-10 01:10:21,0
0x7025295f1514f94284ff4f1a1d4a90d7a868e880,0x84173cf14f3245d41e58a3da192544300248dd83,250.23786318086417,2025-04-15 01:10:21,0
0x1ed1fd9d4385130dc053dfa52dba406a3ddf8fb7,0xca64ea41560fecf4dda94afa09deff78819ea466,4542.484727879747,2025-04-19 01:10:21,1
0x79cc3a6a06474d2b92d378d451b2bd44392acc98,0x5c42ac7a39ff1042e064f3fb6b4f69a4ff5652fc,5773.074569707114,2025-04-18 01:10:21,1
0xbf711c3581fda7cf9bc95630c8a3c9e33ffbf182,0x9f5eda62a555d5b156d12f65e9791909d7653d00,4339.44589994746,2025-04-12 01:10:21,0
0x83ad2e92efb29a0749a8f8d956421235d3810fcc,0x8eba6c64a8c6e02ddca5fa33631dd55e228395dc,3213.5126441420434,2025-04-16 01:10:21,0
0xf2b9998e3b7a2c1a511543dc8f5ad0d7ece113af,0x953302d5ca66f4f82ee8ef7ce7c3d41646289199,6140.129078246281,2025-03-31 01:10:21,1
0xe3b66c721f3695a3640716130db26b6a40591a02,0x953302d5ca66f4f82ee8ef7ce7c3d41646289199,9564.321211620823,2025-04-18 01:10:21,0
0x606358e5e2c7c14a119fdfcb20aef793c93d0c5d,0xb6278387635f9a7abe684549f22b8c4d294980f3,2460.8994718874596,2025-03-29 01:10:21,0
0x56af8f63b02208fda66829f6547f61facfa40621,0x3777071425402f2b3f85af8fe5bda6abff9bb303,7463.729046949335,2025-04-04 01:10:21,0
0xe6e183d4ed9bbf0a824a0953b2f9022b0cf27c03,0xad347058524786901e4410e7963c32567df726c6,8763.038273548043,2025-04-22 01:10:21,1
0xeae79dbe2112d508f8e3954d8865a8fa1d437a77,0xb2aefced20522c0a24abf0db8e2f3d716e49de2f,1959.9756244719936,2025-03-26 01:10:21,1
0x242a731558f2c906e658d9d58b3cbb00f5282afc,0xeae79dbe2112d508f8e3954d8865a8fa1d437a77,8507.335655901525,2025-04-22 01:10:21,1
0x0c60b55abfd735185e1b21b6e2d298678595d6d1,0x56af8f63b02208fda66829f6547f61facfa40621,8420.477097720554,2025-03-30 01:10:21,0
0x85965806c7ff9a6614c4a9fa7df54b97acaee02e,0x8f5330ef0ba5a9de75fe362eb97a109aa68b01c3,9250.326151338077,2025-04-07 01:10:21,0
0x9f5eda62a555d5b156d12f65e9791909d7653d00,0xeb87ef23314c6529246aa91790d596022554f7cb,4873.872664281676,2025-04-18 01:10:21,0
0x6a848e414d3baf43b54ad30bd7189e883c8d205e,0xdf980743936baf5f84b91f3d421d6ec30b6e4457,8310.43693759665,2025-04-08 01:10:21,0
0xb6278387635f9a7abe684549f22b8c4d294980f3,0xf2b27ab7e76808d73a933ae61fb3bf36b211422f,2017.1769287017592,2025-03-27 01:10:21,0
0x1e32a51d286108262b683fa9e28c0514175f6f40,0xc3f6453e1738a6f2528b3d6d13deb6f0676a68f3,199.55678906541982,2025-03-31 01:10:21,1
0xb05ad002cf6e45849604db3a6a049d59cd7aca0d,0x420eac0f3a393f0e75df297c399f3ccbc29f9cb4,5876.496261549907,2025-03-29 01:10:21,0
0x026c647e7d9ce4602f72632ef7eb1df29f4f8796,0x304a9158d3e6ccb3f7b37661a429f657f83bf14a,8542.043091550426,2025-04-01 01:10:21,1
0xad347058524786901e4410e7963c32567df726c6,0x79cc3a6a06474d2b92d378d451b2bd44392acc98,7845.1613572537,2025-04-05 01:10:21,1
0x9611e8d8024e6df3ae6942343eb8d1e4348c5cc5,0x39800e22bfab28461679648166f3d40217dc4744,2119.469149983165,2025-04-01 01:10:21,0
0xb2aefced20522c0a24abf0db8e2f3d716e49de2f,0x60bfa30dd109b831e2a0bf993c2e0c59f5567ef5,8047.10125154995,2025-04-20 01:10:21,1
0x2a31a9d4e9aeb784cdeeb267bed7438f3444644a,0x0c60b55abfd735185e1b21b6e2d298678595d6d1,930.0514563044978,2025-03-25 01:10:21,0
0xe379561eb4d1bb0002d8d47c07535fc91c3b6186,0x953302d5ca66f4f82ee8ef7ce7c3d41646289199,3689.6012104019433,2025-04-08 01:10:21,0
0x9fe94d981a859ba01ac84872870173e853a4911f,0xb2aefced20522c0a24abf0db8e2f3d716e49de2f,9067.028013234343,2025-04-08 01:10:21,1
0xa7389c723ac5cedf58087327809571ce3f62125d,0x420eac0f3a393f0e75df297c399f3ccbc29f9cb4,3357.5135015177607,2025-04-11 01:10:21,0
0xeae79dbe2112d508f8e3954d8865a8fa1d437a77,0x9611e8d8024e6df3ae6942343eb8d1e4348c5cc5,2665.853484598059,2025-04-06 01:10:21,0
0x85965806c7ff9a6614c4a9fa7df54b97acaee02e,0xcb59e645bd306c573cf2aaa113a64a5ab62361f5,5587.371493098561,2025-03-29 01:10:21,0
0xe6e183d4ed9bbf0a824a0953b2f9022b0cf27c03,0xf2b9998e3b7a2c1a511543dc8f5ad0d7ece113af,3741.809623597507,2025-04-01 01:10:21,1
0xf2b27ab7e76808d73a933ae61fb3bf36b211422f,0xad347058524786901e4410e7963c32567df726c6,9777.919890288556,2025-03-27 01:10:21,1
0xc1f201d70ae63c73ced5ed59bbb8a00032b3b867,0x8dff5826f33dbd66bbca90028569c6b625530ffc,8856.447414575174,2025-04-07 01:10:21,1
0x953302d5ca66f4f82ee8ef7ce7c3d41646289199,0x026c647e7d9ce4602f72632ef7eb1df29f4f8796,5805.773966083703,2025-04-17 01:10:21,1
0xcfcbd29ab588daa6743dded437d1ad29d7c5ebfd,0xf2b27ab7e76808d73a933ae61fb3bf36b211422f,4397.572962243588,2025-04-06 01:10:21,1
0x8eba6c64a8c6e02ddca5fa33631dd55e228395dc,0x0c60b55abfd735185e1b21b6e2d298678595d6d1,2039.2118267915723,2025-04-06 01:10:21,0
0x953302d5ca66f4f82ee8ef7ce7c3d41646289199,0x17a8cd77239baa8b321bd21ddf7b5ccd07317c26,3429.295070583764,2025-04-11 01:10:21,0
0x5bb72adbf036c91c71b2864965b7f3e13832a2fb,0x6a4d3e1682c58b5ab164c11166956bb5bb34c4f0,2491.292455159064,2025-04-06 01:10:21,1
0xff36d94a0757ec3a7eeabc7c3136ed489cc9a16d,0x89a048565a6c93b5928580e539450c5115ec1dc3,5547.655510077485,2025-04-18 01:10:21,1
0xaf0d8c7b660b5f96277bfbf8758ec365aea3a462,0x3777071425402f2b3f85af8fe5bda6abff9bb303,9423.816521404031,2025-04-18 01:10:21,1
0x1ed1fd9d4385130dc053dfa52dba406a3ddf8fb7,0x8f5330ef0ba5a9de75fe362eb97a109aa68b01c3,5219.843715471821,2025-04-23 01:10:21,1
0x7025295f1514f94284ff4f1a1d4a90d7a868e880,0xb6278387635f9a7abe684549f22b8c4d294980f3,3240.4040120168834,2025-03-26 01:10:21,0
0x48a05d86dcb539ec2ab4589fb22f00208af92fc3,0xff36d94a0757ec3a7eeabc7c3136ed489cc9a16d,70.55113434841874,2025-03-26 01:10:21,0
0x17a8cd77239baa8b321bd21ddf7b5ccd07317c26,0xc3f6453e1738a6f2528b3d6d13deb6f0676a68f3,948.792000982183,2025-04-18 01:10:21,0
0x22b90e4635d31d31a0925eb39e283e2381063850,0xf2b27ab7e76808d73a933ae61fb3bf36b211422f,1484.380177296245,2025-04-15 01:10:21,0
0xcea2eface8ab076d386e84833e4286b9699a8c7a,0xd00050ad4592ebf1bf8ca19778777efc250d5b49,3792.888074496353,2025-03-29 01:10:21,0
0x6a848e414d3baf43b54ad30bd7189e883c8d205e,0xcfcbd29ab588daa6743dded437d1ad29d7c5ebfd,6950.214064561808,2025-04-08 01:10:21,0
0xb0b6a419642a28b028ef60b18731a5493cb15f16,0x56af8f63b02208fda66829f6547f61facfa40621,4314.096247221968,2025-04-22 01:10:21,0
0xdf980743936baf5f84b91f3d421d6ec30b6e4457,0xdf980743936baf5f84b91f3d421d6ec30b6e4457,4908.521305826364,2025-03-31 01:10:21,0
0x5738e8ebd21a22c4846e0237222077baaf635ba0,0x9a3405c446713224c01c727a4fb40167f133bde1,8045.780684579987,2025-04-12 01:10:21,0
0x46cc73ef0c0d0c70a2ac89b3a45dbc8904e08c85,0x526f526642dd74cdfbe25b9180f5c2eeb0e37ed5,152.7519140599321,2025-03-31 01:10:21,0
0x80ccda32d4d2e95e13ae8887480738fab8a2d358,0x83ad2e92efb29a0749a8f8d956421235d3810fcc,9303.036086770986,2025-03-27 01:10:21,1
0xe3b66c721f3695a3640716130db26b6a40591a02,0xca64ea41560fecf4dda94afa09deff78819ea466,5369.912308757177,2025-04-20 01:10:21,0
0x80ccda32d4d2e95e13ae8887480738fab8a2d358,0x94f5ea0b496f69e30558e86d3735f81f3b77e8ca,815.9277946453498,2025-04-02 01:10:21,0
0xe3b66c721f3695a3640716130db26b6a40591a02,0x8dff5826f33dbd66bbca90028569c6b625530ffc,3152.610973048186,2025-04-05 01:10:21,1
0xe379561eb4d1bb0002d8d47c07535fc91c3b6186,0x22b90e4635d31d31a0925eb39e283e2381063850,1216.2185736599863,2025-04-16 01:10:21,1
0xc3f6453e1738a6f2528b3d6d13deb6f0676a68f3,0xe68016d70d89eea3813fdbab7d5ed14a2b4438e4,2965.221222587474,2025-04-01 01:10:21,0
